Customer ID_en,Category_en,Item_en,Payment Method_Cash,Payment Method_Credit Card,Payment Method_Digital Wallet,Location_In-store,Location_Online,Price Per Unit_sc,Quantity,Total Spent_sc,Discount Applied
0,5,42,0.0,0.0,1.0,0.0,1.0,1.3779889905331977,5.0,0.665310732881126,0.0
14,5,43,0.0,0.0,1.0,1.0,0.0,-0.8671244161577869,3.0,-0.9293806774670738,0.875
11,2,40,0.0,1.0,0.0,0.0,1.0,-1.14776359199416,1.0,-1.2634038782832506,1.0
6,2,44,1.0,0.0,0.0,0.0,1.0,0.2554322871877054,9.0,1.139408179200861,1.0
1,5,7,1.0,0.0,0.0,0.0,1.0,0.39575187510589194,9.0,1.2848698956853253,0.5
8,6,45,0.0,1.0,0.0,0.0,1.0,-1.0074440040759736,7.0,-0.43912081820462046,0.0
9,2,46,0.0,1.0,0.0,1.0,0.0,1.5183085784513843,8.0,2.022953420069458,0.0
24,6,12,0.0,0.0,1.0,0.0,1.0,0.39575187510589194,3.0,-0.49299552801368124,1.0
23,7,38,0.0,1.0,0.0,1.0,0.0,-0.30584606448504076,9.0,0.5575613132630044,1.0
3,2,47,1.0,0.0,0.0,1.0,0.0,1.2376694026150112,7.0,1.3710694313798226,0.0
0,4,48,0.0,1.0,0.0,0.0,1.0,1.2376694026150112,10.0,2.550925576198254,1.0
16,1,49,0.0,1.0,0.0,1.0,0.0,-1.5687223557487195,6.0,-0.9617055033525103,0.75
0,7,50,0.0,1.0,0.0,1.0,0.0,0.11511269926951886,10.0,1.2579325407807949,0.0
17,7,51,1.0,0.0,0.0,1.0,0.0,-0.1655264765668542,8.0,0.4713617775685071,0.0
2,1,19,0.0,1.0,0.0,0.0,1.0,0.9570302267786381,4.0,0.061913983019645014,0.625
18,4,52,0.0,1.0,0.0,0.0,1.0,0.676391050942265,4.0,-0.06738532052210092,1.0
16,7,53,0.0,0.0,1.0,0.0,1.0,-1.7090419436669062,6.0,-1.0586799810088197,1.0
24,0,54,0.0,0.0,1.0,1.0,0.0,-1.2880831799123464,7.0,-0.6653945994026759,0.5
24,5,55,0.0,0.0,1.0,1.0,0.0,1.2376694026150112,10.0,2.550925576198254,1.0
20,7,56,0.0,0.0,1.0,1.0,0.0,-0.8671244161577869,9.0,-0.02428555267485227,0.0
11,0,15,0.0,0.0,1.0,0.0,1.0,-0.8671244161577869,6.0,-0.476833115070963,1.0
1,6,41,0.0,0.0,1.0,1.0,0.0,0.8167106388604516,10.0,2.066053187916707,0.25
1,0,31,1.0,0.0,0.0,1.0,0.0,1.2376694026150112,6.0,0.9777840497736786,1.0
8,2,57,0.0,1.0,0.0,0.0,1.0,0.9570302267786381,10.0,2.2276773173438893,0.625
23,4,58,0.0,0.0,1.0,0.0,1.0,0.9570302267786381,2.0,-0.6600071284217698,0.625
19,2,47,0.0,0.0,1.0,0.0,1.0,1.2376694026150112,4.0,0.19121328656139094,1.0
6,7,13,0.0,1.0,0.0,1.0,0.0,0.5360714630240785,10.0,1.742804929062342,0.75
9,3,25,0.0,0.0,1.0,1.0,0.0,1.0973498146968246,2.0,-0.6276823025363333,0.0
8,5,59,0.0,0.0,1.0,1.0,0.0,-0.30584606448504076,8.0,0.3420624740267612,0.0
3,7,60,0.0,1.0,0.0,0.0,1.0,1.6586281663695708,2.0,-0.4983829989945873,1.0
7,4,61,0.0,1.0,0.0,1.0,0.0,-0.8671244161577869,1.0,-1.2310790523978143,0.375
16,5,62,0.0,0.0,1.0,0.0,1.0,1.0973498146968246,3.0,-0.25055933387290763,0.5
17,5,63,0.0,1.0,0.0,1.0,0.0,1.5183085784513843,9.0,2.4485636275610387,0.0
23,6,64,1.0,0.0,0.0,0.0,1.0,-0.7268048282396004,8.0,-0.04583543659847659,0.375
21,4,65,1.0,0.0,0.0,1.0,0.0,-1.2880831799123464,3.0,-1.074842393951538,0.0
18,0,66,0.0,1.0,0.0,1.0,0.0,0.11511269926951886,2.0,-0.8539560837343886,1.0
17,7,67,1.0,0.0,0.0,0.0,1.0,-1.2880831799123464,5.0,-0.8701184966771068,0.625
19,7,51,1.0,0.0,0.0,1.0,0.0,-0.1655264765668542,9.0,0.7030230297474686,1.0
18,6,68,0.0,0.0,1.0,0.0,1.0,-1.2880831799123464,4.0,-0.9724804453143224,1.0
17,2,69,0.0,0.0,1.0,0.0,1.0,-0.8671244161577869,1.0,-1.2310790523978143,1.0
7,3,16,1.0,0.0,0.0,1.0,0.0,-1.2880831799123464,8.0,-0.5630326507654603,0.375
14,3,70,0.0,1.0,0.0,1.0,0.0,-1.0074440040759736,1.0,-1.2472414653405324,0.5
0,1,71,1.0,0.0,0.0,1.0,0.0,1.0973498146968246,4.0,0.12656363479051796,0.0
20,4,23,1.0,0.0,0.0,0.0,1.0,-0.30584606448504076,6.0,-0.08893520444572524,1.0
24,4,52,0.0,1.0,0.0,1.0,0.0,0.676391050942265,6.0,0.5898861391484409,0.375
6,4,58,1.0,0.0,0.0,0.0,1.0,0.9570302267786381,10.0,2.2276773173438893,0.0
0,7,72,1.0,0.0,0.0,1.0,0.0,0.39575187510589194,6.0,0.395937183835822,0.0
3,4,52,1.0,0.0,0.0,0.0,1.0,0.676391050942265,10.0,1.9044290584895245,0.375
5,2,73,1.0,0.0,0.0,1.0,0.0,1.6586281663695708,1.0,-0.9401556194288859,0.0
8,1,74,0.0,0.0,1.0,1.0,0.0,-0.7268048282396004,10.0,0.28818776421770037,0.0
16,2,75,1.0,0.0,0.0,0.0,1.0,-0.4461656524032273,5.0,-0.38524610839555967,0.0
13,1,49,0.0,0.0,1.0,1.0,0.0,-1.5687223557487195,3.0,-1.1718168716078474,0.0
0,5,20,0.0,0.0,1.0,1.0,0.0,1.6586281663695708,7.0,1.7104801031769055,0.0
24,5,76,0.0,1.0,0.0,1.0,0.0,-1.14776359199416,3.0,-1.0263551551233832,0.0
5,1,74,0.0,1.0,0.0,1.0,0.0,-0.7268048282396004,7.0,-0.21284703700656507,0.5
3,4,48,0.0,1.0,0.0,0.0,1.0,1.2376694026150112,3.0,-0.20207209504475293,0.25
7,4,77,1.0,0.0,0.0,1.0,0.0,-0.5864852403214138,7.0,-0.09971014640753739,0.0
10,2,78,0.0,0.0,1.0,0.0,1.0,1.0973498146968246,8.0,1.6350555094442205,1.0
24,2,79,1.0,0.0,0.0,1.0,0.0,-0.7268048282396004,10.0,0.28818776421770037,0.0
6,2,73,1.0,0.0,0.0,0.0,1.0,1.6586281663695708,7.0,1.7104801031769055,0.25
24,3,80,0.0,0.0,1.0,1.0,0.0,-0.7268048282396004,4.0,-0.7138818382308305,0.0
8,4,35,0.0,1.0,0.0,1.0,0.0,-1.428402767830533,4.0,-1.0371300970851953,0.0
16,6,81,0.0,0.0,1.0,1.0,0.0,1.3779889905331977,10.0,2.7125497056254364,0.375
24,0,82,1.0,0.0,0.0,0.0,1.0,1.3779889905331977,8.0,1.8936541165277123,1.0
17,1,74,0.0,1.0,0.0,1.0,0.0,-0.7268048282396004,9.0,0.1211761638096119,0.5
14,5,42,0.0,0.0,1.0,0.0,1.0,1.3779889905331977,3.0,-0.1535848562165982,0.5
24,0,83,0.0,1.0,0.0,1.0,0.0,0.8167106388604516,6.0,0.6868606168047503,1.0
12,0,84,1.0,0.0,0.0,0.0,1.0,0.9570302267786381,5.0,0.4228745387403524,0.0
12,7,0,1.0,0.0,0.0,1.0,0.0,-0.4461656524032273,5.0,-0.38524610839555967,0.0
16,5,76,0.0,0.0,1.0,0.0,1.0,-1.14776359199416,8.0,-0.43373334722371437,0.0
18,4,85,1.0,0.0,0.0,0.0,1.0,1.5183085784513843,10.0,2.874173835052619,0.5
10,6,86,0.0,1.0,0.0,1.0,0.0,1.0973498146968246,2.0,-0.6276823025363333,0.0
11,5,63,0.0,0.0,1.0,1.0,0.0,1.5183085784513843,4.0,0.3205125901031369,1.0
17,0,87,1.0,0.0,0.0,1.0,0.0,-1.0074440040759736,2.0,-1.1125546908178805,0.0
17,6,88,0.0,0.0,1.0,0.0,1.0,-1.7090419436669062,10.0,-0.8431811417725764,1.0
4,6,89,0.0,0.0,1.0,0.0,1.0,1.5183085784513843,10.0,2.874173835052619,0.625
12,2,90,0.0,0.0,1.0,0.0,1.0,-1.5687223557487195,5.0,-1.0317426261042892,0.25
21,1,91,0.0,0.0,1.0,0.0,1.0,0.676391050942265,4.0,-0.06738532052210092,1.0
15,5,92,0.0,0.0,1.0,0.0,1.0,-1.7090419436669062,3.0,-1.2203041104360022,0.0
8,0,84,0.0,1.0,0.0,0.0,1.0,0.9570302267786381,1.0,-1.020967684142477,0.875
22,6,93,1.0,0.0,0.0,1.0,0.0,-1.428402767830533,3.0,-1.1233296327796927,0.75
2,3,32,0.0,1.0,0.0,0.0,1.0,-0.4461656524032273,6.0,-0.18590968210203468,0.5
18,6,94,0.0,1.0,0.0,0.0,1.0,-0.30584606448504076,6.0,-0.08893520444572524,1.0
6,1,9,0.0,1.0,0.0,1.0,0.0,-1.428402767830533,5.0,-0.9509305613906981,1.0
20,4,85,0.0,1.0,0.0,0.0,1.0,1.5183085784513843,10.0,2.874173835052619,0.0
13,2,95,0.0,0.0,1.0,1.0,0.0,-0.025206888648667675,2.0,-0.8862809096198251,0.0
7,2,96,0.0,0.0,1.0,1.0,0.0,-1.0074440040759736,2.0,-1.1125546908178805,0.0
24,5,97,0.0,0.0,1.0,1.0,0.0,-1.5687223557487195,5.0,-1.0317426261042892,0.625
12,4,52,1.0,0.0,0.0,0.0,1.0,0.676391050942265,10.0,1.9044290584895245,0.0
16,0,31,0.0,1.0,0.0,0.0,1.0,1.2376694026150112,1.0,-0.9886428582570407,0.0
7,0,87,1.0,0.0,0.0,0.0,1.0,-1.0074440040759736,5.0,-0.7084943672499244,0.0
8,7,24,0.0,0.0,1.0,1.0,0.0,-1.0074440040759736,2.0,-1.1125546908178805,0.25
8,0,98,0.0,1.0,0.0,0.0,1.0,1.0973498146968246,8.0,1.6350555094442205,1.0
19,5,99,1.0,0.0,0.0,0.0,1.0,-0.7268048282396004,9.0,0.1211761638096119,0.625
1,1,8,0.0,0.0,1.0,1.0,0.0,1.2376694026150112,6.0,0.9777840497736786,0.0
23,1,100,0.0,1.0,0.0,0.0,1.0,-0.025206888648667675,7.0,0.3528374159885733,0.0
24,0,101,0.0,0.0,1.0,0.0,1.0,-1.5687223557487195,4.0,-1.1017797488560683,0.0
12,4,21,0.0,0.0,1.0,1.0,0.0,0.11511269926951886,4.0,-0.32598392760559275,0.5
11,3,102,0.0,1.0,0.0,1.0,0.0,-0.8671244161577869,9.0,-0.02428555267485227,0.0
10,1,71,1.0,0.0,0.0,1.0,0.0,1.0973498146968246,9.0,2.012178478107646,1.0
21,4,77,0.0,0.0,1.0,1.0,0.0,-0.5864852403214138,5.0,-0.4660581731091509,0.0
21,5,20,0.0,1.0,0.0,1.0,0.0,1.6586281663695708,1.0,-0.9401556194288859,0.0
1,0,15,0.0,0.0,1.0,0.0,1.0,-0.8671244161577869,9.0,-0.02428555267485227,1.0
18,0,15,0.0,0.0,1.0,0.0,1.0,-0.8671244161577869,6.0,-0.476833115070963,0.625
9,7,60,0.0,1.0,0.0,1.0,0.0,1.6586281663695708,7.0,1.7104801031769055,0.375
24,2,103,1.0,0.0,0.0,1.0,0.0,0.11511269926951886,4.0,-0.32598392760559275,0.625
9,3,104,0.0,1.0,0.0,1.0,0.0,0.8167106388604516,6.0,0.6868606168047503,0.375
0,0,29,0.0,1.0,0.0,0.0,1.0,-0.30584606448504076,4.0,-0.5199328829182116,0.625
15,0,82,1.0,0.0,0.0,0.0,1.0,1.3779889905331977,6.0,1.074758527429988,0.0
17,2,105,1.0,0.0,0.0,0.0,1.0,0.676391050942265,3.0,-0.3960210503573718,0.625
16,7,38,1.0,0.0,0.0,1.0,0.0,-0.30584606448504076,7.0,0.12656363479051796,1.0
2,6,64,0.0,1.0,0.0,0.0,1.0,-0.7268048282396004,6.0,-0.3798586374146536,0.0
19,7,72,0.0,0.0,1.0,0.0,1.0,0.39575187510589194,2.0,-0.7893064319635157,1.0
15,4,58,0.0,0.0,1.0,0.0,1.0,0.9570302267786381,10.0,2.2276773173438893,0.0
8,6,88,0.0,0.0,1.0,0.0,1.0,-1.7090419436669062,7.0,-1.0048052711997588,0.0
21,5,20,0.0,1.0,0.0,0.0,1.0,1.6586281663695708,2.0,-0.4983829989945873,0.875
6,2,106,0.0,0.0,1.0,1.0,0.0,-0.30584606448504076,9.0,0.5575613132630044,1.0
14,5,76,0.0,0.0,1.0,0.0,1.0,-1.14776359199416,8.0,-0.43373334722371437,0.625
6,6,12,0.0,0.0,1.0,1.0,0.0,0.39575187510589194,7.0,0.6922480877856564,0.0
6,6,93,1.0,0.0,0.0,1.0,0.0,-1.428402767830533,5.0,-0.9509305613906981,0.75
19,1,19,0.0,0.0,1.0,0.0,1.0,0.9570302267786381,5.0,0.4228745387403524,0.0
8,5,107,1.0,0.0,0.0,0.0,1.0,0.5360714630240785,9.0,1.4303316121697893,1.0
3,6,108,1.0,0.0,0.0,1.0,0.0,0.2554322871877054,8.0,0.8592596881937449,0.625
9,3,109,0.0,0.0,1.0,0.0,1.0,0.9570302267786381,3.0,-0.2990465727010624,1.0
23,4,58,0.0,1.0,0.0,0.0,1.0,0.9570302267786381,5.0,0.4228745387403524,0.625
10,3,110,1.0,0.0,0.0,0.0,1.0,0.39575187510589194,10.0,1.5811807996351597,1.0
12,2,57,0.0,0.0,1.0,0.0,1.0,0.9570302267786381,4.0,0.061913983019645014,0.0
15,3,111,1.0,0.0,0.0,1.0,0.0,1.3779889905331977,1.0,-0.9724804453143224,1.0
20,6,68,0.0,0.0,1.0,0.0,1.0,-1.2880831799123464,1.0,-1.2795662912259689,0.0
0,1,112,1.0,0.0,0.0,0.0,1.0,-0.8671244161577869,3.0,-0.9293806774670738,0.375
20,2,37,0.0,0.0,1.0,1.0,0.0,0.39575187510589194,9.0,1.2848698956853253,0.25
24,3,113,1.0,0.0,0.0,0.0,1.0,-1.7090419436669062,2.0,-1.2741788202450628,0.0
12,1,100,1.0,0.0,0.0,1.0,0.0,-0.025206888648667675,6.0,0.10501375086689366,1.0
21,2,114,1.0,0.0,0.0,0.0,1.0,0.8167106388604516,9.0,1.7212550451387176,0.0
3,1,19,0.0,0.0,1.0,1.0,0.0,0.9570302267786381,5.0,0.4228745387403524,0.0
16,2,106,1.0,0.0,0.0,0.0,1.0,-0.30584606448504076,3.0,-0.7354317221544548,0.0
19,4,115,0.0,0.0,1.0,1.0,0.0,1.6586281663695708,3.0,-0.05661037856028875,0.0
11,3,116,0.0,0.0,1.0,1.0,0.0,-0.1655264765668542,2.0,-0.9186057355052616,1.0
2,3,117,0.0,0.0,1.0,1.0,0.0,1.2376694026150112,2.0,-0.5953574766508968,0.0
23,5,63,0.0,1.0,0.0,1.0,0.0,1.5183085784513843,5.0,0.7461227975947172,0.375
14,7,118,0.0,0.0,1.0,0.0,1.0,-0.025206888648667675,3.0,-0.6384572444981454,1.0
3,4,52,1.0,0.0,0.0,1.0,0.0,0.676391050942265,2.0,-0.7246567801926427,0.0
7,2,78,0.0,0.0,1.0,1.0,0.0,1.0973498146968246,4.0,0.12656363479051796,0.0
12,2,90,0.0,1.0,0.0,0.0,1.0,-1.5687223557487195,8.0,-0.8216312578489522,0.0
10,3,119,1.0,0.0,0.0,0.0,1.0,0.5360714630240785,4.0,-0.13203497229297387,0.0
15,2,78,0.0,1.0,0.0,1.0,0.0,1.0973498146968246,2.0,-0.6276823025363333,0.0
19,1,74,0.0,0.0,1.0,1.0,0.0,-0.7268048282396004,3.0,-0.880893438638919,0.5
13,7,53,0.0,0.0,1.0,0.0,1.0,-1.7090419436669062,7.0,-1.0048052711997588,0.0
19,4,4,1.0,0.0,0.0,0.0,1.0,-1.0074440040759736,4.0,-0.8431811417725764,0.0
4,1,120,0.0,1.0,0.0,0.0,1.0,1.6586281663695708,3.0,-0.05661037856028875,1.0
24,1,30,0.0,0.0,1.0,1.0,0.0,1.3779889905331977,2.0,-0.5630326507654603,0.0
21,2,121,0.0,1.0,0.0,0.0,1.0,-1.2880831799123464,5.0,-0.8701184966771068,0.5
19,2,78,1.0,0.0,0.0,0.0,1.0,1.0973498146968246,7.0,1.2579325407807949,0.0
4,7,0,1.0,0.0,0.0,1.0,0.0,-0.4461656524032273,3.0,-0.7839189609826096,0.0
9,6,122,0.0,0.0,1.0,0.0,1.0,-1.5687223557487195,1.0,-1.3118911171114054,0.0
3,0,26,0.0,0.0,1.0,0.0,1.0,1.6586281663695708,2.0,-0.4983829989945873,0.625
15,6,64,0.0,0.0,1.0,1.0,0.0,-0.7268048282396004,6.0,-0.3798586374146536,0.0
22,2,105,0.0,1.0,0.0,0.0,1.0,0.676391050942265,5.0,0.26125040931317,1.0
15,7,11,0.0,1.0,0.0,0.0,1.0,1.5183085784513843,3.0,-0.10509761738844348,0.625
18,1,123,0.0,0.0,1.0,1.0,0.0,-1.7090419436669062,7.0,-1.0048052711997588,0.625
11,4,115,0.0,1.0,0.0,1.0,0.0,1.6586281663695708,3.0,-0.05661037856028875,0.0
7,7,24,0.0,0.0,1.0,1.0,0.0,-1.0074440040759736,2.0,-1.1125546908178805,0.0
21,0,124,0.0,0.0,1.0,1.0,0.0,-0.1655264765668542,8.0,0.4713617775685071,0.0
11,1,71,0.0,1.0,0.0,1.0,0.0,1.0973498146968246,8.0,1.6350555094442205,1.0
4,1,30,0.0,1.0,0.0,0.0,1.0,1.3779889905331977,5.0,0.665310732881126,0.75
20,1,39,0.0,0.0,1.0,0.0,1.0,0.39575187510589194,7.0,0.6922480877856564,0.0
1,3,32,0.0,0.0,1.0,0.0,1.0,-0.4461656524032273,4.0,-0.5845825346890846,0.5
5,4,125,0.0,1.0,0.0,1.0,0.0,-1.14776359199416,6.0,-0.670782070383582,0.375
11,3,25,0.0,1.0,0.0,0.0,1.0,1.0973498146968246,3.0,-0.25055933387290763,1.0
3,0,26,1.0,0.0,0.0,1.0,0.0,1.6586281663695708,5.0,0.8269348623083084,0.625
20,4,36,0.0,0.0,1.0,1.0,0.0,-0.1655264765668542,7.0,0.23970052538954567,0.0
10,2,40,1.0,0.0,0.0,0.0,1.0,-1.14776359199416,10.0,-0.19668462406384685,0.25
7,6,88,0.0,0.0,1.0,0.0,1.0,-1.7090419436669062,2.0,-1.2741788202450628,1.0
19,6,68,0.0,1.0,0.0,1.0,0.0,-1.2880831799123464,2.0,-1.1772043425887535,0.0
8,6,122,1.0,0.0,0.0,0.0,1.0,-1.5687223557487195,1.0,-1.3118911171114054,0.625
7,4,35,0.0,1.0,0.0,1.0,0.0,-1.428402767830533,6.0,-0.8647310256962008,0.0
1,3,25,0.0,0.0,1.0,0.0,1.0,1.0973498146968246,5.0,0.5036866034539436,0.0
17,3,126,0.0,0.0,1.0,1.0,0.0,1.6586281663695708,9.0,2.5940253440455026,0.625
10,7,22,0.0,0.0,1.0,0.0,1.0,1.2376694026150112,7.0,1.3710694313798226,0.25
16,0,87,0.0,1.0,0.0,1.0,0.0,-1.0074440040759736,3.0,-0.9778679162952285,0.0
24,1,2,0.0,1.0,0.0,1.0,0.0,-0.1655264765668542,7.0,0.23970052538954567,0.5
4,6,122,0.0,1.0,0.0,1.0,0.0,-1.5687223557487195,10.0,-0.681557012345394,0.625
6,2,127,0.0,0.0,1.0,1.0,0.0,-0.5864852403214138,10.0,0.4498118936448828,0.625
19,0,34,0.0,0.0,1.0,0.0,1.0,-0.7268048282396004,5.0,-0.546870237822742,1.0
13,4,17,1.0,0.0,0.0,1.0,0.0,-0.4461656524032273,7.0,0.013426744191490292,0.0
14,5,99,0.0,1.0,0.0,1.0,0.0,-0.7268048282396004,1.0,-1.214916639455096,0.625
15,5,18,0.0,0.0,1.0,1.0,0.0,0.11511269926951886,1.0,-1.1179421617987866,0.625
0,6,89,1.0,0.0,0.0,0.0,1.0,1.5183085784513843,3.0,-0.10509761738844348,0.625
12,4,21,0.0,1.0,0.0,0.0,1.0,0.11511269926951886,6.0,0.2019882285232031,1.0
17,7,24,1.0,0.0,0.0,1.0,0.0,-1.0074440040759736,3.0,-0.9778679162952285,0.0
10,1,2,0.0,1.0,0.0,0.0,1.0,-0.1655264765668542,1.0,-1.150266987684223,0.0
2,1,74,0.0,1.0,0.0,1.0,0.0,-0.7268048282396004,3.0,-0.880893438638919,1.0
15,5,99,0.0,1.0,0.0,1.0,0.0,-0.7268048282396004,5.0,-0.546870237822742,1.0
10,6,93,1.0,0.0,0.0,1.0,0.0,-1.428402767830533,9.0,-0.606132418612709,0.0
9,2,40,1.0,0.0,0.0,1.0,0.0,-1.14776359199416,5.0,-0.7893064319635157,0.25
12,2,128,0.0,1.0,0.0,0.0,1.0,-1.7090419436669062,7.0,-1.0048052711997588,1.0
1,7,56,1.0,0.0,0.0,0.0,1.0,-0.8671244161577869,7.0,-0.32598392760559275,0.5
24,6,64,0.0,0.0,1.0,1.0,0.0,-0.7268048282396004,2.0,-1.0479050390470075,0.375
19,1,30,1.0,0.0,0.0,1.0,0.0,1.3779889905331977,1.0,-0.9724804453143224,0.75
14,2,96,0.0,0.0,1.0,1.0,0.0,-1.0074440040759736,1.0,-1.2472414653405324,0.0
12,2,127,0.0,1.0,0.0,1.0,0.0,-0.5864852403214138,10.0,0.4498118936448828,0.625
22,5,20,1.0,0.0,0.0,1.0,0.0,1.6586281663695708,3.0,-0.05661037856028875,0.875
4,2,114,1.0,0.0,0.0,1.0,0.0,0.8167106388604516,4.0,-0.002735668751227949,0.0
2,5,129,1.0,0.0,0.0,1.0,0.0,0.2554322871877054,9.0,1.139408179200861,0.0
0,7,130,0.0,0.0,1.0,1.0,0.0,0.2554322871877054,9.0,1.139408179200861,0.0
2,0,101,0.0,0.0,1.0,0.0,1.0,-1.5687223557487195,9.0,-0.7515941350971731,0.375
18,0,101,1.0,0.0,0.0,1.0,0.0,-1.5687223557487195,1.0,-1.3118911171114054,0.375
22,2,75,0.0,0.0,1.0,0.0,1.0,-0.4461656524032273,7.0,0.013426744191490292,1.0
18,7,11,0.0,0.0,1.0,0.0,1.0,1.5183085784513843,6.0,1.1717330050862975,0.625
19,2,40,1.0,0.0,0.0,1.0,0.0,-1.14776359199416,5.0,-0.7893064319635157,0.0
0,3,131,0.0,0.0,1.0,1.0,0.0,-1.14776359199416,6.0,-0.670782070383582,1.0
4,0,132,0.0,0.0,1.0,0.0,1.0,-1.7090419436669062,10.0,-0.8431811417725764,0.5
7,0,82,0.0,0.0,1.0,1.0,0.0,1.3779889905331977,7.0,1.4842063219788502,0.0
6,1,100,1.0,0.0,0.0,1.0,0.0,-0.025206888648667675,6.0,0.10501375086689366,1.0
12,1,133,0.0,0.0,1.0,1.0,0.0,0.5360714630240785,1.0,-1.0694549229706318,0.0
21,1,19,0.0,1.0,0.0,0.0,1.0,0.9570302267786381,5.0,0.4228745387403524,1.0
4,6,41,0.0,0.0,1.0,0.0,1.0,0.8167106388604516,9.0,1.7212550451387176,0.25
2,6,89,0.0,1.0,0.0,0.0,1.0,1.5183085784513843,4.0,0.3205125901031369,0.0
